"Stn Name","CIMIS Region","Date","Hour","Jul","ETo (in)","qc","Precip (in)","Solar","Vap Pres (mBars)","T_out","RTP","Air Temp (F)","qc","Rel Hum (%)","qc","Dew Point (F)","qc","Wind Speed (mph)","qc","Wind Dir (0-360)","qc","Soil Temp (F)","qc"
"Pomona","Los Angeles Basin","12/15/2019",2000,349,0," ",0,0,7.9,7.94444444444444,0.047904594,46.3," ",74," ",38.5," ",2," ",334," ",55.9," "
"Pomona","Los Angeles Basin","12/15/2019",2100,349,0," ",0,0,7.9,7.66666666666667,0.04739281,45.8," ",75," ",38.4," ",1.8," ",356," ",55.9," "
"Pomona","Los Angeles Basin","12/15/2019",2200,349,0," ",0,0,8.1,6.66666666666667,0.042225132,44," ",82," ",39," ",2," ",28," ",55.9," "
"Pomona","Los Angeles Basin","12/15/2019",2300,349,0," ",0.03,0,7.9,5.83333333333333,0.040455772,42.5," ",86," ",38.6," ",1.8," ",24," ",55.8," "
"Pomona","Los Angeles Basin","12/15/2019",2400,349,0," ",0,0,7.5,5.22222222222222,0.03752811,41.4," ",85," ",37.1," ",1.6," ",35," ",55.7," "
"Pomona","Los Angeles Basin","12/16/2019",100,350,0," ",0,0,7.1,4.5,0.0349242,40.1," ",85," ",35.9," ",1.7," ",28," ",55.6," "
"Pomona","Los Angeles Basin","12/16/2019",200,350,0," ",0,0,6.9,3.66666666666667,0.033701676,38.6," ",87," ",35.2," ",1.8," ",41," ",55.5," "
"Pomona","Los Angeles Basin","12/16/2019",300,350,0," ",0,2,6.8,3.55555555555556,0.033663412,38.4," ",86," ",34.6," ",2.1," ",359," ",55.4," "
"Pomona","Los Angeles Basin","12/16/2019",400,350,0," ",0,2,6.4,4.22222222222222,0.034896802,39.6," ",78," ",33.3," ",3," ",8," ",55.3," "
"Pomona","Los Angeles Basin","12/16/2019",500,350,0," ",0,2,6.2,3.66666666666667,0.03738829,38.6," ",78," ",32.5," ",2.9," ",7," ",55.2," "
"Pomona","Los Angeles Basin","12/16/2019",600,350,0," ",0,2,5.7,6.66666666666667,0.041705098,44," ",58," ",30.3," ",3.2," ",46," ",55.1," "
"Pomona","Los Angeles Basin","12/16/2019",700,350,0," ",0,5,5.5,6.55555555555555,0.060293736,43.8," ",57," ",29.4," ",3," ",23," ",54.9," "
"Pomona","Los Angeles Basin","12/16/2019",800,350,0," ",0,160,5.6,6.66666666666667,0.046926464,44," ",57," ",29.9," ",2.6," ",30," ",54.8," "
"Pomona","Los Angeles Basin","12/16/2019",900,350,0," ",0,529,6,10.7777777777778,0.035779058,51.4," ",46," ",31.5," ",3.3," ",13," ",54.7," "
"Pomona","Los Angeles Basin","12/16/2019",1000,350,0.01," ",0,866,5.3,14.7222222222222,0.027395292,58.5," ",32," ",28.5," ",2.4," ",335," ",54.5," "
"Pomona","Los Angeles Basin","12/16/2019",1100,350,0.01," ",0,1107,5.1,16.9444444444444,0.025124598,62.5," ",26," ",27.7," ",2.2," ",286," ",54.4," "
"Pomona","Los Angeles Basin","12/16/2019",1200,350,0.01," ",0,1217,5.9,17.5,0.02443102,63.5," ",29," ",31.1," ",4.5," ",292," ",54.3," "
"Pomona","Los Angeles Basin","12/16/2019",1300,350,0.01," ",0,1180,5.7,18.2222222222222,0.023803506,64.8," ",27," ",30.2," ",2.9," ",316," ",54.2," "
"Pomona","Los Angeles Basin","12/16/2019",1400,350,0.01," ",0,1021,5.6,18.5555555555556,0.02382735,65.4," ",26," ",30," ",4.4," ",275," ",54.2," "
"Pomona","Los Angeles Basin","12/16/2019",1500,350,0.01," ",0,806,5.3,18.8333333333333,0.026021338,65.9," ",24," ",28.4," ",3.5," ",269," ",54.2," "
"Pomona","Los Angeles Basin","12/16/2019",1600,350,0," ",0,524,5,18.6666666666667,0.035879234,65.6," ",23," ",27.1," ",3," ",295," ",54.2," "
"Pomona","Los Angeles Basin","12/16/2019",1700,350,0," ",0,102,4.3,16.2777777777778,0.04438593,61.3," ",23," ",23.6," ",2.9," ",240," ",54.2," "
"Pomona","Los Angeles Basin","12/16/2019",1800,350,0," ",0,0,4.8,11.4444444444444,0.0685587,52.6," ",35," ",26.1," ",1.5," ",328," ",54.3," "
"Pomona","Los Angeles Basin","12/16/2019",1900,350,0," ",0,0,5.3,8.16666666666667,0.062870532,46.7," ",49," ",28.7," ",1.9," ",9," ",54.3," "
"Pomona","Los Angeles Basin","12/16/2019",2000,350,0," ",0,0,5.1,6.55555555555555,0.058842076,43.8," ",53," ",27.7," ",2," ",40," ",54.4," "
"Pomona","Los Angeles Basin","12/16/2019",2100,350,0," ",0,0,5.2,5.16666666666667,0.050278068,41.3," ",58," ",27.8," ",1.6," ",54," ",54.4," "
"Pomona","Los Angeles Basin","12/16/2019",2200,350,0," ",0,1,5,4,0.044969774,39.2," ",61," ",27.1," ",2.3," ",23," ",54.3," "
"Pomona","Los Angeles Basin","12/16/2019",2300,350,0," ",0,2,4.8,3.11111111111111,0.03810192,37.6," ",63," ",26.1," ",2.1," ",46," ",54.3," "
"Pomona","Los Angeles Basin","12/16/2019",2400,350,0," ",0,2,4.3,4.5,0.035802342,40.1," ",50," ",23.2," ",2.6," ",359," ",54.2," "
"Pomona","Los Angeles Basin","12/17/2019",100,351,0," ",0,2,4.1,3.77777777777778,0.037805594,38.8," ",51," ",22.4," ",2.4," ",319," ",54.1," "
"Pomona","Los Angeles Basin","12/17/2019",200,351,0," ",0,2,3.6,6.11111111111111,0.03530859,43," ",38," ",19.3," ",2.8," ",330," ",54," "
"Pomona","Los Angeles Basin","12/17/2019",300,351,0," ",0,0,3.7,5.44444444444444,0.033568818,41.8," ",41," ",19.6," ",2.3," ",18," ",53.9," "
"Pomona","Los Angeles Basin","12/17/2019",400,351,0," ",0,0,3.5,6.05555555555555,0.035872062,42.9," ",38," ",18.9," ",2.8," ",10," ",53.8," "
"Pomona","Los Angeles Basin","12/17/2019",500,351,0," ",0,0,3.7,4.61111111111111,0.038050526,40.3," ",43," ",19.8," ",2.8," ",18," ",53.6," "
"Pomona","Los Angeles Basin","12/17/2019",600,351,0," ",0,3,3.8,4.11111111111111,0.04302327,39.4," ",46," ",20.5," ",3.2," ",6," ",53.5," "
"Pomona","Los Angeles Basin","12/17/2019",700,351,0," ",0,7,3.2,7,0.05812204,44.6," ",31," ",16.2," ",5.4," ",38," ",53.4," "
"Pomona","Los Angeles Basin","12/17/2019",800,351,0," ",0,215,3,9.16666666666667,0.048620096,48.5," ",26," ",15," ",6," ",45," ",53.2," "
"Pomona","Los Angeles Basin","12/17/2019",900,351,0.01," ",0,495,3.2,11.3333333333333,0.03720841,52.4," ",23," ",16.2," ",5.3," ",49," ",53.1," "
"Pomona","Los Angeles Basin","12/17/2019",1000,351,0.01," ",0,868,3.2,14.3333333333333,0.032523326,57.8," ",20," ",16.9," ",3.7," ",59," ",53," "
"Pomona","Los Angeles Basin","12/17/2019",1100,351,0.01," ",0,926,3.1,15.9444444444444,0.030814682,60.7," ",17," ",15.6," ",5," ",87," ",52.8," "
"Pomona","Los Angeles Basin","12/17/2019",1200,351,0.01," ",0,985,2.8,17,0.029006816,62.6," ",14," ",13.4," ",6.2," ",87," ",52.8," "
"Pomona","Los Angeles Basin","12/17/2019",1300,351,0.01," ",0,1117,3.4,18.1111111111111,0.02810884,64.6," ",16," ",17.9," ",4.1," ",81," ",52.7," "
"Pomona","Los Angeles Basin","12/17/2019",1400,351,0.01," ",0,780,3.2,18.5555555555556,0.028576896,65.4," ",15," ",16.8," ",3.9," ",121," ",52.7," "
"Pomona","Los Angeles Basin","12/17/2019",1500,351,0.01," ",0,739,3.1,18.7777777777778,0.03334663,65.8," ",14," ",15.6," ",4," ",142," ",52.7," "
"Pomona","Los Angeles Basin","12/17/2019",1600,351,0," ",0,349,2.7,18.1666666666667,0.03946069,64.7," ",13," ",13," ",4.8," ",131," ",52.7," "
"Pomona","Los Angeles Basin","12/17/2019",1700,351,0," ",0,58,2.4,16.2222222222222,0.04984824,61.2," ",13," ",10.4," ",5.3," ",120," ",52.8," "
"Pomona","Los Angeles Basin","12/17/2019",1800,351,0," ",0,0,2.7,14.3888888888889,0.065853302,57.9," ",16," ",12.5," ",4.7," ",73," ",52.8," "
"Pomona","Los Angeles Basin","12/17/2019",1900,351,0," ",0,0,2.9,12.6111111111111,0.063695096,54.7," ",20," ",14.1," ",4.5," ",63," ",52.8," "
"Pomona","Los Angeles Basin","12/17/2019",2000,351,0," ",0,0,2.5,12.8888888888889,0.058509588,55.2," ",17," ",11.2," ",8.9," ",82," ",52.9," "
"Pomona","Los Angeles Basin","12/17/2019",2100,351,0," ",0,0,2.8,11.8333333333333,0.053886006,53.3," ",20," ",13.3," ",7.3," ",75," ",52.9," "
"Pomona","Los Angeles Basin","12/17/2019",2200,351,0," ",0,0,3,10.6666666666667,0.048010562,51.2," ",23," ",14.9," ",6.1," ",60," ",52.9," "
"Pomona","Los Angeles Basin","12/17/2019",2300,351,0," ",0,0,3,9.16666666666667,0.042077664,48.5," ",26," ",15.3," ",4.2," ",57," ",52.9," "
"Pomona","Los Angeles Basin","12/17/2019",2400,351,0," ",0,0,2.9,9.55555555555556,0.03884928,49.2," ",24," ",13.9," ",5.1," ",52," ",52.8," "
"Pomona","Los Angeles Basin","12/18/2019",100,352,0," ",0,0,2.8,9.61111111111111,0.04046503,49.3," ",23," ",13.1," ",6.1," ",51," ",52.8," "
"Pomona","Los Angeles Basin","12/18/2019",200,352,0," ",0,0,2.7,9.38888888888889,0.038410926,48.9," ",23," ",12.6," ",5.4," ",43," ",52.8," "
"Pomona","Los Angeles Basin","12/18/2019",300,352,0," ",0,0,3.7,6.94444444444445,0.03769826,44.5," ",37," ",20," ",3.9," ",23," ",52.5," "
"Pomona","Los Angeles Basin","12/18/2019",400,352,0," ",0,0,3.3,5.44444444444444,0.039638692,41.8," ",36," ",17.2," ",3.6," ",350," ",51.6," "
"Pomona","Los Angeles Basin","12/18/2019",500,352,0," ",0,0,3.5,4.05555555555555,0.041436284,39.3," ",42," ",18.3," ",3.2," ",5," ",51.6," "
"Pomona","Los Angeles Basin","12/18/2019",600,352,0," ",0,0,3.3,5.55555555555556,0.045647552,42," ",37," ",17.4," ",4.9," ",22," ",51.7," "
"Pomona","Los Angeles Basin","12/18/2019",700,352,0," ",0,5,3.5,5.38888888888889,0.057977342,41.7," ",39," ",18.4," ",5.6," ",20," ",51.7," "
"Pomona","Los Angeles Basin","12/18/2019",800,352,0," ",0,105,3.6,6,0.055956026,42.8," ",38," ",19.3," ",4.9," ",22," ",51.7," "
"Pomona","Los Angeles Basin","12/18/2019",900,352,0," ",0,233,3.7,8,0.042820752,46.4," ",34," ",20," ",5.3," ",17," ",51.7," "
"Pomona","Los Angeles Basin","12/18/2019",1000,352,0," ",0,318,4,9.88888888888889,0.03653723,49.8," ",33," ",21.7," ",4.3," ",31," ",51.7," "
"Pomona","Los Angeles Basin","12/18/2019",1100,352,0," ",0,390,4.4,11,0.034670422,51.8," ",33," ",24," ",4.5," ",39," ",51.6," "
"Pomona","Los Angeles Basin","12/18/2019",1200,352,0.01," ",0,830,3.8,13.6111111111111,0.03313335,56.5," ",25," ",20.8," ",4.7," ",85," ",51.5," "
"Pomona","Los Angeles Basin","12/18/2019",1300,352,0.01," ",0,916,3.2,16,0.031264946,60.8," ",18," ",16.7," ",3.2," ",136," ",51.5," "
"Pomona","Los Angeles Basin","12/18/2019",1400,352,0.01," ",0,779,3.9,16.1666666666667,0.031070896,61.1," ",21," ",20.9," ",5.5," ",251," ",51.4," "
"Pomona","Los Angeles Basin","12/18/2019",1500,352,0.01," ",0,371,3.7,15.1111111111111,0.033797246,59.2," ",21," ",19.9," ",5.6," ",268," ",51.4," "
"Pomona","Los Angeles Basin","12/18/2019",1600,352,0," ",0,387,3.6,15.5555555555556,0.039341836,60," ",21," ",19.5," ",3.7," ",264," ",51.5," "
"Pomona","Los Angeles Basin","12/18/2019",1700,352,0," ",0,96,4.5,13.4444444444444,0.052104406,56.2," ",29," ",24.4," ",1.1," ",260," ",51.5," "
"Pomona","Los Angeles Basin","12/18/2019",1800,352,0,"R",0,0,5.8,8.16666666666667,0.0704608,46.7," ",53," ",30.7," ",1,"I",42," ",51.6," "
"Pomona","Los Angeles Basin","12/18/2019",1900,352,0," ",0,0,5.5,6,0.067020376,42.8," ",59," ",29.6," ",1.1," ",43," ",51.6," "
"Pomona","Los Angeles Basin","12/18/2019",2000,352,0," ",0,0,5.4,5,0.06033666,41," ",62," ",28.9," ",1.6," ",16," ",51.6," "
"Pomona","Los Angeles Basin","12/18/2019",2100,352,0,"R",0,0,5.6,4.05555555555555,0.05339937,39.3," ",69," ",30," ",1,"I",43," ",51.6," "
"Pomona","Los Angeles Basin","12/18/2019",2200,352,0," ",0,1,6.1,3.66666666666667,0.047947362,38.6," ",77," ",31.9," ",1.3," ",40," ",51.6," "
"Pomona","Los Angeles Basin","12/18/2019",2300,352,0," ",0.01,2,5.9,4.38888888888889,0.044158112,39.9," ",71," ",31.2," ",2.6," ",17," ",51.6," "
"Pomona","Los Angeles Basin","12/18/2019",2400,352,0," ",0,1,5,5.38888888888889,0.041301104,41.7," ",56," ",27.1," ",3.4," ",6," ",51.5," "
"Pomona","Los Angeles Basin","12/19/2019",100,353,0," ",0,0,4.8,5.77777777777778,0.038531256,42.4," ",52," ",25.9," ",2.9," ",4," ",51.5," "
"Pomona","Los Angeles Basin","12/19/2019",200,353,0," ",0,0,4.8,5.66666666666667,0.038362466,42.2," ",53," ",26.2," ",3.1," ",19," ",51.4," "
"Pomona","Los Angeles Basin","12/19/2019",300,353,0," ",0,0,4.7,4.33333333333333,0.038091838,39.8," ",57," ",25.7," ",3," ",5," ",51.3," "
"Pomona","Los Angeles Basin","12/19/2019",400,353,0," ",0,1,4.9,3.33333333333333,0.038448064,38," ",63," ",26.5," ",3.4," ",18," ",51.3," "
"Pomona","Los Angeles Basin","12/19/2019",500,353,0," ",0,2,4.8,3.27777777777778,0.039158614,37.9," ",62," ",26.1," ",3.6," ",11," ",51.2," "
"Pomona","Los Angeles Basin","12/19/2019",600,353,0," ",0,2,4.7,3.61111111111111,0.046834328,38.5," ",59," ",25.4," ",2.5," ",11," ",51.1," "
"Pomona","Los Angeles Basin","12/19/2019",700,353,0," ",0,6,4.9,2.22222222222222,0.060549258,36," ",68," ",26.6," ",2.1," ",17," ",51," "
"Pomona","Los Angeles Basin","12/19/2019",800,353,0," ",0,146,5,4.05555555555555,0.052848064,39.3," ",61," ",27," ",3.5," ",15," ",50.9," "
"Pomona","Los Angeles Basin","12/19/2019",900,353,0," ",0,498,5.3,8.33333333333333,0.036170488,47," ",48," ",28.4," ",4.1," ",48," ",50.9," "
"Pomona","Los Angeles Basin","12/19/2019",1000,353,0.01," ",0,831,5.7,11.1666666666667,0.02989353,52.1," ",43," ",30.3," ",3.7," ",55," ",50.8," "
"Pomona","Los Angeles Basin","12/19/2019",1100,353,0.01," ",0,1066,5.7,14,0.026172804,57.2," ",36," ",30.3," ",2.6," ",46," ",50.7," "
"Pomona","Los Angeles Basin","12/19/2019",1200,353,0.01," ",0,1185,5.2,16.1111111111111,0.024298274,61," ",28," ",28.1," ",2.1," ",152," ",50.6," "
"Pomona","Los Angeles Basin","12/19/2019",1300,353,0.01," ",0,1170,4.9,17.4444444444444,0.024394462,63.4," ",25," ",26.8," ",2.7," ",199," ",50.6," "
"Pomona","Los Angeles Basin","12/19/2019",1400,353,0.01," ",0,1017,5.8,18.2222222222222,0.024602902,64.8," ",28," ",30.7," ",3.2," ",226," ",50.6," "
"Pomona","Los Angeles Basin","12/19/2019",1500,353,0.01," ",0,752,5.8,17.8888888888889,0.0274033,64.2," ",28," ",30.7," ",4.2," ",302," ",50.6," "
"Pomona","Los Angeles Basin","12/19/2019",1600,353,0," ",0,409,5.6,17.5555555555556,0.03511633,63.6," ",28," ",30," ",3.3," ",289," ",50.7," "
"Pomona","Los Angeles Basin","12/19/2019",1700,353,0," ",0,87,5.5,15.5,0.051332116,59.9," ",31," ",29.6," ",1.7," ",286," ",50.8," "
"Pomona","Los Angeles Basin","12/19/2019",1800,353,0," ",0,0,6.7,10,0.065652274,50," ",55," ",34.4," ",1.4," ",15," ",50.8," "
"Pomona","Los Angeles Basin","12/19/2019",1900,353,0," ",0,0,6.7,8.05555555555556,0.062926916,46.5," ",63," ",34.4," ",1.4," ",14," ",51," "
"Pomona","Los Angeles Basin","12/19/2019",2000,353,0," ",0,0,6.7,7,0.05942358,44.6," ",66," ",34.2," ",1.5," ",13," ",51," "
"Pomona","Los Angeles Basin","12/19/2019",2100,353,0," ",0,0,6.6,6.83333333333333,0.05428561,44.3," ",67," ",33.9," ",1.5," ",10," ",51.1," "
"Pomona","Los Angeles Basin","12/19/2019",2200,353,0," ",0,0,6.7,5.77777777777778,0.048152392,42.4," ",73," ",34.4," ",1.5," ",34," ",51.1," "
"Pomona","Los Angeles Basin","12/19/2019",2300,353,0," ",0,0,6.5,5.66666666666667,0.042850526,42.2," ",71," ",33.5," ",1.9," ",25," ",51.1," "
"Pomona","Los Angeles Basin","12/19/2019",2400,353,0," ",0,0,6.3,5.11111111111111,0.038864504,41.2," ",71," ",32.6," ",1.5," ",18," ",51," "
"Pomona","Los Angeles Basin","12/20/2019",100,354,0," ",0,0,6.2,4.72222222222222,0.03763,40.5," ",72," ",32.2," ",2," ",21," ",51," "
"Pomona","Los Angeles Basin","12/20/2019",200,354,0," ",0,0,5.8,6.88888888888889,0.035877616,44.4," ",58," ",30.5," ",3.2," ",4," ",51," "
"Pomona","Los Angeles Basin","12/20/2019",300,354,0," ",0,0,6.7,5.66666666666667,0.035542354,42.2," ",73," ",34.2," ",2.4," ",31," ",50.7," "
"Pomona","Los Angeles Basin","12/20/2019",400,354,0," ",0,0,6,4,0.036113986,39.2," ",74," ",31.6," ",2," ",19," ",50.2," "
"Pomona","Los Angeles Basin","12/20/2019",500,354,0," ",0,1,5.8,3.94444444444445,0.037413074,39.1," ",71," ",30.5," ",1.8," ",12," ",50.1," "
"Pomona","Los Angeles Basin","12/20/2019",600,354,0," ",0,2,5.8,4.33333333333333,0.041198564,39.8," ",69," ",30.6," ",1.8," ",29," ",50.2," "
"Pomona","Los Angeles Basin","12/20/2019",700,354,0," ",0,5,5.6,5.27777777777778,0.05259309,41.5," ",63," ",29.7," ",2.4," ",20," ",50.3," "
"Pomona","Los Angeles Basin","12/20/2019",800,354,0," ",0,160,5.8,7.11111111111111,0.049544482,44.8," ",58," ",30.9," ",2.6," ",20," ",50.3," "
"Pomona","Los Angeles Basin","12/20/2019",900,354,0," ",0,514,6.1,12.2222222222222,0.035880886,54," ",43," ",31.8," ",3.5," ",39," ",50.3," "
"Pomona","Los Angeles Basin","12/20/2019",1000,354,0.01," ",0,839,5.4,14.8333333333333,0.031746726,58.7," ",32," ",29.1," ",5.6," ",58," ",50.3," "
"Pomona","Los Angeles Basin","12/20/2019",1100,354,0.01," ",0,1044,5.6,17.6666666666667,0.027582786,63.8," ",28," ",29.9," ",3.4," ",46," ",50.3," "
"Pomona","Los Angeles Basin","12/20/2019",1200,354,0.01," ",0,1172,5.3,20.1111111111111,0.025934114,68.2," ",22," ",28.4," ",3.6," ",70," ",50.2," "
"Pomona","Los Angeles Basin","12/20/2019",1300,354,0.01," ",0,1109,5.4,21.9444444444444,0.022876076,71.5," ",21," ",29.1," ",3.4," ",73," ",50.2," "
"Pomona","Los Angeles Basin","12/20/2019",1400,354,0.01," ",0,820,5.5,22.7777777777778,0.024175402,73," ",20," ",29.5," ",3.4," ",89," ",50.3," "
"Pomona","Los Angeles Basin","12/20/2019",1500,354,0.01," ",0,695,5.1,23.2222222222222,0.027046098,73.8," ",18," ",27.7," ",3.4," ",107," ",50.3," "
"Pomona","Los Angeles Basin","12/20/2019",1600,354,0," ",0,403,5,22.8888888888889,0.035769516,73.2," ",18," ",27," ",3.2," ",118," ",50.4," "
"Pomona","Los Angeles Basin","12/20/2019",1700,354,0," ",0,49,6.2,19.1666666666667,0.047906454,66.5," ",28," ",32.5," ",1.7," ",30," ",50.5," "
"Pomona","Los Angeles Basin","12/20/2019",1800,354,0," ",0,0,7,13.8333333333333,0.057856762,56.9," ",44," ",35.4," ",1.3," ",8," ",50.6," "
"Pomona","Los Angeles Basin","12/20/2019",1900,354,0," ",0,0,7.1,11.6666666666667,0.055256118,53," ",52," ",35.8," ",1.7," ",37," ",50.7," "
"Pomona","Los Angeles Basin","12/20/2019",2000,354,0," ",0,0,6.3,13.2777777777778,0.05179471,55.9," ",41," ",32.7," ",2.6," ",5," ",50.8," "
"Pomona","Los Angeles Basin","12/20/2019",2100,354,0," ",0,0,5.4,14.2777777777778,0.04840813,57.7," ",33," ",28.7," ",3.2," ",20," ",50.9," "
"Pomona","Los Angeles Basin","12/20/2019",2200,354,0," ",0,0,5.4,13.1666666666667,0.043389548,55.7," ",36," ",29.2," ",2.8," ",27," ",50.9," "
"Pomona","Los Angeles Basin","12/20/2019",2300,354,0," ",0.01,0,5.6,12.7222222222222,0.040822094,54.9," ",38," ",29.6," ",6," ",41," ",51," "
"Pomona","Los Angeles Basin","12/20/2019",2400,354,0," ",0,0,5.7,12.0555555555556,0.038817722,53.7," ",41," ",30.4," ",6.4," ",45," ",50.9," "
"Pomona","Los Angeles Basin","12/21/2019",100,355,0," ",0,0,5.6,11.5555555555556,0.038096794,52.8," ",41," ",29.9," ",5.7," ",27," ",50.9," "
"Pomona","Los Angeles Basin","12/21/2019",200,355,0," ",0,0,5.5,11.1666666666667,0.03815749,52.1," ",41," ",29.4," ",5.2," ",358," ",50.9," "
"Pomona","Los Angeles Basin","12/21/2019",300,355,0," ",0,0,5.5,10.4444444444444,0.036594138,50.8," ",43," ",29.2," ",4," ",349," ",50.9," "
"Pomona","Los Angeles Basin","12/21/2019",400,355,0," ",0,0,5.6,9.88888888888889,0.036588554,49.8," ",46," ",29.7," ",3.7," ",328," ",50.9," "
"Pomona","Los Angeles Basin","12/21/2019",500,355,0," ",0,0,5.5,9.44444444444445,0.036916916,49," ",47," ",29.6," ",3.5," ",332," ",50.9," "
"Pomona","Los Angeles Basin","12/21/2019",600,355,0," ",0,0,5.3,9.77777777777778,0.037072594,49.6," ",44," ",28.5," ",3.8," ",340," ",50.8," "
"Pomona","Los Angeles Basin","12/21/2019",700,355,0," ",0,2,5.2,10.2777777777778,0.037538146,50.5," ",42," ",28.1," ",4.6," ",21," ",50.8," "
"Pomona","Los Angeles Basin","12/21/2019",800,355,0," ",0,84,5.2,10.8888888888889,0.03671933,51.6," ",40," ",28.1," ",4.8," ",35," ",50.8," "
"Pomona","Los Angeles Basin","12/21/2019",900,355,0," ",0,311,5.4,12.1111111111111,0.034520296,53.8," ",38," ",29," ",4.7," ",30," ",50.7," "
"Pomona","Los Angeles Basin","12/21/2019",1000,355,0.01," ",0,519,5.9,13.4444444444444,0.029651178,56.2," ",38," ",31," ",5," ",22," ",50.7," "
"Pomona","Los Angeles Basin","12/21/2019",1100,355,0.01," ",0,657,6,15.5,0.028560942,59.9," ",34," ",31.4," ",4.4," ",44," ",50.6," "
"Pomona","Los Angeles Basin","12/21/2019",1200,355,0.01," ",0,909,5.8,18,0.02696045,64.4," ",28," ",30.6," ",3.9," ",47," ",50.6," "
"Pomona","Los Angeles Basin","12/21/2019",1300,355,0.01," ",0,1090,5.3,20.3888888888889,0.025026336,68.7," ",22," ",28.5," ",4.3," ",66," ",50.6," "
"Pomona","Los Angeles Basin","12/21/2019",1400,355,0.01," ",0,847,5.2,21.2222222222222,0.02711964,70.2," ",21," ",28.2," ",4.3," ",85," ",50.6," "
"Pomona","Los Angeles Basin","12/21/2019",1500,355,0.01," ",0,600,5.5,21.5555555555556,0.031163448,70.8," ",21," ",29.2," ",3," ",99," ",50.7," "
"Pomona","Los Angeles Basin","12/21/2019",1600,355,0," ",0,229,6.4,20.0555555555556,0.037353774,68.1," ",27," ",33," ",1.8," ",59," ",50.7," "
"Pomona","Los Angeles Basin","12/21/2019",1700,355,0,"R",0,46,8.3,15.2777777777778,0.044826612,59.5," ",48," ",39.6," ",1,"I",330," ",50.8," "
"Pomona","Los Angeles Basin","12/21/2019",1800,355,0," ",0,0,8,11.5,0.050123156,52.7," ",59," ",38.9," ",1," ",7," ",50.9," "
"Pomona","Los Angeles Basin","12/21/2019",1900,355,0," ",0,0,6.8,13,0.047011668,55.4," ",45," ",34.5," ",4.1," ",17," ",51," "
"Pomona","Los Angeles Basin","12/21/2019",2000,355,0," ",0,0,5.7,14.3333333333333,0.04415418,57.8," ",35," ",30.4," ",5.6," ",31," ",51.1," "
"Pomona","Los Angeles Basin","12/21/2019",2100,355,0," ",0,0,5.6,13.8888888888889,0.04110136,57," ",35," ",29.8," ",5.8," ",34," ",51.1," "
"Pomona","Los Angeles Basin","12/21/2019",2200,355,0," ",0,0,5.7,13.3888888888889,0.038970934,56.1," ",37," ",30.1," ",4.8," ",22," ",51.1," "
"Pomona","Los Angeles Basin","12/21/2019",2300,355,0," ",0,0,5.6,13.0555555555556,0.039155706,55.5," ",37," ",29.8," ",5," ",33," ",51.2," "
"Pomona","Los Angeles Basin","12/21/2019",2400,355,0," ",0,0,5.4,13,0.038110842,55.4," ",36," ",29.2," ",5.8," ",39," ",51.2," "
"Pomona","Los Angeles Basin","12/22/2019",100,356,0," ",0,0,5.3,12.6666666666667,0.036904666,54.8," ",36," ",28.4," ",5.4," ",32," ",51.2," "
"Pomona","Los Angeles Basin","12/22/2019",200,356,0," ",0,0,5,12.6666666666667,0.036936018,54.8," ",34," ",26.9," ",4.5," ",343," ",51.2," "
"Pomona","Los Angeles Basin","12/22/2019",300,356,0," ",0,0,6.7,12,0.035519262,53.6," ",47," ",34.2," ",3.2," ",27," ",51.1," "
"Pomona","Los Angeles Basin","12/22/2019",400,356,0," ",0.01,0,5.5,10.9444444444444,0.034413194,51.7," ",42," ",29.2," ",2," ",38," ",51," "
"Pomona","Los Angeles Basin","12/22/2019",500,356,0," ",0,0,5.1,11.3888888888889,0.034338202,52.5," ",38," ",27.6," ",3.1," ",29," ",51.1," "
"Pomona","Los Angeles Basin","12/22/2019",600,356,0," ",0,0,5,11.4444444444444,0.036173566,52.6," ",37," ",26.9," ",2.4," ",14," ",51.2," "
"Pomona","Los Angeles Basin","12/22/2019",700,356,0," ",0,1,5.3,10.3888888888889,0.037133616,50.7," ",42," ",28.6," ",3," ",23," ",51.3," "
"Pomona","Los Angeles Basin","12/22/2019",800,356,0," ",0,42,5.3,11.0555555555556,0.03620464,51.9," ",40," ",28.4," ",3.1," ",28," ",51.4," "
"Pomona","Los Angeles Basin","12/22/2019",900,356,0," ",0,195,5.6,11.5555555555556,0.034111666,52.8," ",41," ",29.9," ",2.8," ",353," ",51.5," "
"Pomona","Los Angeles Basin","12/22/2019",1000,356,0," ",0,401,6.1,13.3333333333333,0.031229762,56," ",40," ",31.8," ",3," ",13," ",51.5," "
"Pomona","Los Angeles Basin","12/22/2019",1100,356,0.01," ",0,515,6.2,14.7222222222222,0.02973928,58.5," ",37," ",32.3," ",4.5," ",41," ",51.6," "
"Pomona","Los Angeles Basin","12/22/2019",1200,356,0.01," ",0,1058,6,18.1666666666667,0.027249678,64.7," ",29," ",31.4," ",3.3," ",323," ",51.6," "
"Pomona","Los Angeles Basin","12/22/2019",1300,356,0.01," ",0,1029,5.2,19.7777777777778,0.026061992,67.6," ",23," ",28," ",4.5," ",197," ",51.6," "
"Pomona","Los Angeles Basin","12/22/2019",1400,356,0.01," ",0,746,6.4,18.6666666666667,0.028944122,65.6," ",30," ",33.3," ",5.3," ",218," ",51.6," "
"Pomona","Los Angeles Basin","12/22/2019",1500,356,0.01," ",0,485,6.2,18.0555555555556,0.034182976,64.5," ",30," ",32.3," ",4.7," ",200," ",51.7," "
